date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2006-06-02,Liechtenstein,Togo,0,1,Friendly,Vaduz,Liechtenstein,FALSE
2006-06-02,Sweden,Chile,1,1,Friendly,Solna,Sweden,FALSE
2006-06-02,Tunisia,Uruguay,0,0,Friendly,Radès,Tunisia,FALSE
2006-06-03,Croatia,Poland,0,1,Friendly,Wolfsburg,Germany,TRUE
2006-06-03,Czech Republic,Trinidad and Tobago,3,0,Friendly,Prague,Czech Republic,FALSE
2006-06-03,England,Jamaica,6,0,Friendly,Manchester,England,FALSE
2006-06-03,Luxembourg,Portugal,0,3,Friendly,Metz,France,TRUE
2006-06-03,Macau,Hong Kong,0,0,Friendly,Macau,Macau,FALSE
2006-06-03,Malaysia,Singapore,0,0,Friendly,Seremban,Malaysia,FALSE
2006-06-03,Republic of St. Pauli,Gibraltar,1,2,FIFI Wild Cup,Hamburg,Germany,FALSE
2006-06-03,Northern Cyprus,Zanzibar,0,0,FIFI Wild Cup,Hamburg,Germany,TRUE
2006-06-03,Spain,Egypt,2,0,Friendly,Elche,Spain,FALSE
2006-06-03,Switzerland,China PR,4,1,Friendly,Zürich,Switzerland,FALSE
2006-06-04,Algeria,Sudan,1,0,Friendly,Algiers,Algeria,FALSE
2006-06-04,Brazil,New Zealand,4,0,Friendly,Geneva,Switzerland,TRUE
2006-06-04,Colombia,Morocco,2,0,Friendly,Barcelona,Spain,TRUE
2006-06-04,Ghana,South Korea,3,1,Friendly,Edinburgh,Scotland,TRUE
2006-06-04,Japan,Malta,1,0,Friendly,Düsseldorf,Germany,TRUE
2006-06-04,Netherlands,Australia,1,1,Friendly,Rotterdam,Netherlands,FALSE
2006-06-04,Slovenia,Ivory Coast,0,3,Friendly,Bondoufle,France,TRUE
2006-06-04,Turkey,North Macedonia,0,1,Friendly,Krefeld,Germany,TRUE
2006-06-05,Ukraine,Libya,3,0,Friendly,Gossau,Switzerland,TRUE
2006-06-07,Australia,Liechtenstein,3,1,Friendly,Ulm,Germany,TRUE
2006-06-07,France,China PR,3,1,Friendly,Saint-Étienne,France,FALSE
2006-06-07,Spain,Croatia,2,1,Friendly,Geneva,Switzerland,TRUE
2006-06-08,Luxembourg,Ukraine,0,3,Friendly,Luxembourg,Luxembourg,FALSE
2006-06-09,Germany,Costa Rica,4,2,FIFA World Cup,Munich,Germany,FALSE
2006-06-09,Poland,Ecuador,0,2,FIFA World Cup,Gelsenkirchen,Germany,TRUE
2006-06-10,Argentina,Ivory Coast,2,1,FIFA World Cup,Hamburg,Germany,TRUE
2006-06-10,England,Paraguay,1,0,FIFA World Cup,Frankfurt am Main,Germany,TRUE
2006-06-10,Trinidad and Tobago,Sweden,0,0,FIFA World Cup,Dortmund,Germany,TRUE
2006-06-11,Angola,Portugal,0,1,FIFA World Cup,Cologne,Germany,TRUE
2006-06-11,Mexico,Iran,3,1,FIFA World Cup,Nuremberg,Germany,TRUE
2006-06-11,Serbia,Netherlands,0,1,FIFA World Cup,Leipzig,Germany,TRUE
2006-06-12,Australia,Japan,3,1,FIFA World Cup,Kaiserslautern,Germany,TRUE
2006-06-12,Italy,Ghana,2,0,FIFA World Cup,Hanover,Germany,TRUE
2006-06-12,United States,Czech Republic,0,3,FIFA World Cup,Gelsenkirchen,Germany,TRUE
2006-06-13,Brazil,Croatia,1,0,FIFA World Cup,Berlin,Germany,TRUE
2006-06-13,France,Switzerland,0,0,FIFA World Cup,Stuttgart,Germany,TRUE
2006-06-13,South Korea,Togo,2,1,FIFA World Cup,Frankfurt am Main,Germany,TRUE
2006-06-14,Germany,Poland,1,0,FIFA World Cup,Dortmund,Germany,FALSE
2006-06-14,Spain,Ukraine,4,0,FIFA World Cup,Leipzig,Germany,TRUE
2006-06-14,Tunisia,Saudi Arabia,2,2,FIFA World Cup,Munich,Germany,TRUE
2006-06-15,Ecuador,Costa Rica,3,0,FIFA World Cup,Hamburg,Germany,TRUE
2006-06-15,England,Trinidad and Tobago,2,0,FIFA World Cup,Nuremberg,Germany,TRUE
2006-06-15,Sweden,Paraguay,1,0,FIFA World Cup,Berlin,Germany,TRUE
2006-06-16,Argentina,Serbia,6,0,FIFA World Cup,Gelsenkirchen,Germany,TRUE
2006-06-16,Mexico,Angola,0,0,FIFA World Cup,Hanover,Germany,TRUE
2006-06-16,Netherlands,Ivory Coast,2,1,FIFA World Cup,Stuttgart,Germany,TRUE
2006-06-17,Czech Republic,Ghana,0,2,FIFA World Cup,Cologne,Germany,TRUE
2006-06-17,Italy,United States,1,1,FIFA World Cup,Kaiserslautern,Germany,TRUE
2006-06-17,Portugal,Iran,2,0,FIFA World Cup,Frankfurt am Main,Germany,TRUE
2006-06-18,Brazil,Australia,2,0,FIFA World Cup,Munich,Germany,TRUE
2006-06-18,France,South Korea,1,1,FIFA World Cup,Leipzig,Germany,TRUE
2006-06-18,Japan,Croatia,0,0,FIFA World Cup,Nuremberg,Germany,TRUE
2006-06-19,Saudi Arabia,Ukraine,0,4,FIFA World Cup,Hamburg,Germany,TRUE
2006-06-19,Spain,Tunisia,3,1,FIFA World Cup,Stuttgart,Germany,TRUE
2006-06-19,Togo,Switzerland,0,2,FIFA World Cup,Dortmund,Germany,TRUE
2006-06-20,Costa Rica,Poland,1,2,FIFA World Cup,Hanover,Germany,TRUE
2006-06-20,Germany,Ecuador,3,0,FIFA World Cup,Berlin,Germany,FALSE
2006-06-20,Paraguay,Trinidad and Tobago,2,0,FIFA World Cup,Kaiserslautern,Germany,TRUE
2006-06-20,Sweden,England,2,2,FIFA World Cup,Cologne,Germany,TRUE
2006-06-21,Iran,Angola,1,1,FIFA World Cup,Leipzig,Germany,TRUE
2006-06-21,Ivory Coast,Serbia,3,2,FIFA World Cup,Munich,Germany,TRUE
2006-06-21,Netherlands,Argentina,0,0,FIFA World Cup,Frankfurt am Main,Germany,TRUE
2006-06-21,Portugal,Mexico,2,1,FIFA World Cup,Gelsenkirchen,Germany,TRUE
2006-06-22,Croatia,Australia,2,2,FIFA World Cup,Stuttgart,Germany,TRUE
2006-06-22,Czech Republic,Italy,0,2,FIFA World Cup,Hamburg,Germany,TRUE
2006-06-22,Ghana,United States,2,1,FIFA World Cup,Nuremberg,Germany,TRUE
2006-06-22,Japan,Brazil,1,4,FIFA World Cup,Dortmund,Germany,TRUE
2006-06-23,Saudi Arabia,Spain,0,1,FIFA World Cup,Kaiserslautern,Germany,TRUE
2006-06-23,Switzerland,South Korea,2,0,FIFA World Cup,Hanover,Germany,TRUE
2006-06-23,Togo,France,0,2,FIFA World Cup,Cologne,Germany,TRUE
2006-06-23,Ukraine,Tunisia,1,0,FIFA World Cup,Berlin,Germany,TRUE
2006-06-24,Argentina,Mexico,2,1,FIFA World Cup,Leipzig,Germany,TRUE
2006-06-24,Germany,Sweden,2,0,FIFA World Cup,Munich,Germany,FALSE
2006-06-24,Malawi,Zimbabwe,1,1,Friendly,Maputo,Mozambique,TRUE
2006-06-24,Mozambique,Eswatini,4,0,Friendly,Maputo,Mozambique,FALSE
2006-06-25,England,Ecuador,1,0,FIFA World Cup,Stuttgart,Germany,TRUE
2006-06-25,Mozambique,Malawi,1,2,Friendly,Maputo,Mozambique,FALSE
2006-06-25,Portugal,Netherlands,1,0,FIFA World Cup,Nuremberg,Germany,TRUE
2006-06-25,Eswatini,Zimbabwe,1,2,Friendly,Maputo,Mozambique,TRUE
2006-06-26,Italy,Australia,1,0,FIFA World Cup,Kaiserslautern,Germany,TRUE
2006-06-26,Mauritius,Tanzania,1,2,Friendly,Victoria,Seychelles,TRUE
2006-06-26,Switzerland,Ukraine,0,0,FIFA World Cup,Cologne,Germany,TRUE
2006-06-27,Brazil,Ghana,3,0,FIFA World Cup,Dortmund,Germany,TRUE
2006-06-27,Spain,France,1,3,FIFA World Cup,Hanover,Germany,TRUE
2006-06-28,Seychelles,Mauritius,2,1,Friendly,Victoria,Seychelles,FALSE
2006-06-30,Germany,Argentina,1,1,FIFA World Cup,Berlin,Germany,FALSE
2006-06-30,Italy,Ukraine,3,0,FIFA World Cup,Hamburg,Germany,TRUE
2006-06-30,Seychelles,Tanzania,2,1,Friendly,Victoria,Seychelles,FALSE
2006-07-01,Brazil,France,0,1,FIFA World Cup,Frankfurt am Main,Germany,TRUE
2006-07-01,England,Portugal,0,0,FIFA World Cup,Gelsenkirchen,Germany,TRUE
2006-07-02,Kazakhstan,Tajikistan,4,1,Friendly,Almaty,Kazakhstan,FALSE
2006-07-04,Germany,Italy,0,2,FIFA World Cup,Dortmund,Germany,FALSE
2006-07-05,Kazakhstan,Kyrgyzstan,1,0,Friendly,Almaty,Kazakhstan,FALSE
2006-07-05,Portugal,France,0,1,FIFA World Cup,Munich,Germany,TRUE
2006-07-06,Malawi,Botswana,2,1,Friendly,Lilongwe,Malawi,FALSE
2006-07-08,Germany,Portugal,3,1,FIFA World Cup,Stuttgart,Germany,FALSE
2006-07-08,Malawi,Botswana,0,0,Friendly,Blantyre,Malawi,FALSE
2006-07-09,Italy,France,1,1,FIFA World Cup,Berlin,Germany,TRUE
2006-07-15,Syria,Iraq,1,3,Friendly,Damascus,Syria,FALSE
2006-07-15,Zambia,Zimbabwe,0,0,Friendly,Lusaka,Zambia,FALSE
2006-07-17,Ethiopia,Yemen,1,0,Friendly,Addis Abeba,Ethiopia,FALSE
2006-07-21,Jordan,Iraq,2,1,Friendly,Amman,Jordan,FALSE
2006-07-22,Malawi,Zambia,1,3,COSAFA Cup,Windhoek,Namibia,TRUE
2006-07-22,Namibia,Seychelles,1,1,COSAFA Cup,Windhoek,Namibia,FALSE
2006-07-23,Namibia,Malawi,3,2,COSAFA Cup,Windhoek,Namibia,FALSE
2006-07-23,Seychelles,Zambia,0,2,COSAFA Cup,Windhoek,Namibia,TRUE
2006-07-25,Syria,Iraq,1,2,Friendly,Damascus,Syria,FALSE
2006-07-26,Rwanda,Uganda,1,1,Friendly,Kigali,Rwanda,FALSE
2006-07-28,Guyana,Saint Lucia,3,2,Friendly,Linden,Guyana,FALSE
2006-07-30,Guyana,Saint Lucia,2,0,Friendly,Georgetown,Guyana,FALSE
2006-07-30,Jordan,Syria,3,0,Friendly,Amman,Jordan,FALSE
2006-07-30,Tanzania,Rwanda,1,0,Friendly,Dar es Salaam,Tanzania,FALSE
2006-08-05,Syria,Libya,2,1,Friendly,Damascus,Syria,FALSE
2006-08-05,Uganda,Botswana,0,0,Friendly,Kampala,Uganda,FALSE
2006-08-08,Iran,United Arab Emirates,1,0,Friendly,Teheran,Iran,FALSE
2006-08-09,Japan,Trinidad and Tobago,2,0,Friendly,Tokyo,Japan,FALSE
2006-08-09,Jordan,Iraq,0,1,Friendly,Amman,Jordan,FALSE
2006-08-09,Macau,Chinese Taipei,0,1,Friendly,Macau,Macau,FALSE
2006-08-09,Saudi Arabia,Bahrain,1,0,Friendly,Riyadh,Saudi Arabia,FALSE
2006-08-11,Ethiopia,Kenya,1,0,Friendly,Addis Abeba,Ethiopia,FALSE
2006-08-12,Hong Kong,Singapore,1,2,Friendly,Victoria,Hong Kong,FALSE
2006-08-13,Ethiopia,Kenya,1,0,Friendly,Addis Abeba,Ethiopia,FALSE
2006-08-15,Algeria,Gabon,0,2,Friendly,Aix-en-Provence,France,TRUE
2006-08-15,Ghana,Togo,2,0,Friendly,Brentford,England,TRUE
2006-08-15,Iceland,Spain,0,0,Friendly,Reykjavík,Iceland,FALSE
2006-08-15,Slovakia,Malta,3,0,Friendly,Bratislava,Slovakia,FALSE
2006-08-15,Slovenia,Israel,1,1,Friendly,Celje,Slovenia,FALSE
2006-08-15,Ukraine,Azerbaijan,6,0,Friendly,Kyïv,Ukraine,FALSE
2006-08-15,Wales,Bulgaria,0,0,Friendly,Swansea,Wales,FALSE
2006-08-16,Australia,Kuwait,2,0,AFC Asian Cup qualification,Sydney,Australia,FALSE
2006-08-16,Austria,Hungary,1,2,Friendly,Graz,Austria,FALSE
2006-08-16,Bangladesh,Qatar,1,4,AFC Asian Cup qualification,Chittagong,Bangladesh,FALSE
2006-08-16,Belarus,Andorra,3,0,Friendly,Minsk,Belarus,FALSE
2006-08-16,Belgium,Kazakhstan,0,0,UEFA Euro qualification,Brussels,Belgium,FALSE
2006-08-16,Bosnia and Herzegovina,France,1,2,Friendly,Sarajevo,Bosnia and Herzegovina,FALSE
2006-08-16,Cameroon,Guinea,1,1,Friendly,Rouen,France,TRUE
2006-08-16,Chile,Colombia,1,2,Friendly,Santiago,Chile,FALSE
2006-08-16,China PR,Singapore,1,0,AFC Asian Cup qualification,Tianjin,China PR,FALSE
2006-08-16,Czech Republic,Serbia,1,3,Friendly,Uherské Hradiště,Czech Republic,FALSE
2006-08-16,Denmark,Poland,2,0,Friendly,Odense,Denmark,FALSE
2006-08-16,Egypt,Uruguay,0,2,Friendly,Alexandria,Egypt,FALSE
2006-08-16,England,Greece,4,0,Friendly,Manchester,England,FALSE
2006-08-16,Estonia,North Macedonia,0,1,UEFA Euro qualification,Tallinn,Estonia,FALSE
2006-08-16,Faroe Islands,Georgia,0,6,UEFA Euro qualification,Toftir,Faroe Islands,FALSE
2006-08-16,Finland,Northern Ireland,1,2,Friendly,Helsinki,Finland,FALSE
2006-08-16,Germany,Sweden,3,0,Friendly,Gelsenkirchen,Germany,FALSE
2006-08-16,Guatemala,Haiti,1,1,Friendly,Miami,United States,TRUE
2006-08-16,India,Saudi Arabia,0,3,AFC Asian Cup qualification,Calcutta,India,FALSE
2006-08-16,Iran,Syria,1,1,AFC Asian Cup qualification,Teheran,Iran,FALSE
2006-08-16,Republic of Ireland,Netherlands,0,4,Friendly,Dublin,Republic of Ireland,FALSE
2006-08-16,Italy,Croatia,0,2,Friendly,Livorno,Italy,FALSE
2006-08-16,Ivory Coast,Senegal,0,1,Friendly,Tours,France,TRUE
2006-08-16,Japan,Yemen,2,0,AFC Asian Cup qualification,Niigata,Japan,FALSE
2006-08-16,Jordan,United Arab Emirates,1,2,AFC Asian Cup qualification,Amman,Jordan,FALSE
2006-08-16,Libya,Uganda,3,2,Friendly,Tripoli,Libya,FALSE
2006-08-16,Liechtenstein,Switzerland,0,3,Friendly,Vaduz,Liechtenstein,FALSE
2006-08-16,Luxembourg,Turkey,0,1,Friendly,Luxembourg,Luxembourg,FALSE
2006-08-16,Moldova,Lithuania,3,2,Friendly,Chişinău,Moldova,FALSE
2006-08-16,Morocco,Burkina Faso,1,0,Friendly,Rabat,Morocco,FALSE
2006-08-16,Namibia,South Africa,0,1,Friendly,Windhoek,Namibia,FALSE
2006-08-16,Norway,Brazil,1,1,Friendly,Oslo,Norway,FALSE
2006-08-16,Pakistan,Oman,1,4,AFC Asian Cup qualification,Islamabad,Pakistan,FALSE
2006-08-16,Peru,Panama,0,2,Friendly,Lima,Peru,FALSE
2006-08-16,Romania,Cyprus,2,0,Friendly,Constanţa,Romania,FALSE
2006-08-16,Russia,Latvia,1,0,Friendly,Moscow,Russia,FALSE
2006-08-16,San Marino,Albania,0,3,Friendly,Serravalle,San Marino,FALSE
2006-08-16,Tunisia,Mali,0,1,Friendly,Narbonne,France,TRUE
2006-08-16,Uzbekistan,Hong Kong,2,2,AFC Asian Cup qualification,Tashkent,Uzbekistan,FALSE
2006-08-16,Venezuela,Honduras,0,0,Friendly,Maracay,Venezuela,FALSE
2006-08-17,Palestine,Iraq,0,3,AFC Asian Cup qualification,Amman,Jordan,TRUE
2006-08-19,Zambia,Botswana,1,0,COSAFA Cup,Lusaka,Zambia,FALSE
2006-08-23,Malaysia,Indonesia,1,1,Merdeka Tournament,Shah Alam,Malaysia,FALSE
2006-08-25,Indonesia,Burma,0,0,Merdeka Tournament,Shah Alam,Malaysia,TRUE
2006-08-26,Eswatini,Lesotho,3,1,Friendly,Lobamba,Eswatini,FALSE
2006-08-26,Tanzania,Zanzibar,1,0,Friendly,Dar es Salaam,Tanzania,FALSE
2006-08-26,Yemen,Libya,0,1,Friendly,Sana'a,Yemen,FALSE
2006-08-27,Malaysia,Burma,1,2,Merdeka Tournament,Shah Alam,Malaysia,FALSE
2006-08-27,Saudi Arabia,United Arab Emirates,1,0,Friendly,Jeddah,Saudi Arabia,FALSE
2006-08-29,Burma,Indonesia,2,1,Merdeka Tournament,Shah Alam,Malaysia,TRUE
2006-08-29,Togo,Niger,1,1,Friendly,Lomé,Togo,FALSE
2006-08-29,Uganda,Burkina Faso,0,0,Friendly,Kampala,Uganda,FALSE
2006-08-29,Yemen,Libya,1,1,Friendly,Sana'a,Yemen,FALSE
2006-09-01,Denmark,Portugal,4,2,Friendly,Brøndby,Denmark,FALSE
2006-09-01,Oman,Syria,3,0,Friendly,Muscat,Oman,FALSE
2006-09-02,Austria,Costa Rica,2,2,Friendly,Geneva,Switzerland,TRUE
2006-09-02,Bahamas,Cayman Islands,3,1,CFU Caribbean Cup qualification,Havana,Cuba,TRUE
2006-09-02,Bahrain,Jordan,0,2,Friendly,Manama,Bahrain,FALSE
2006-09-02,Belarus,Albania,2,2,UEFA Euro qualification,Minsk,Belarus,FALSE
2006-09-02,Cuba,Turks and Caicos Islands,6,0,CFU Caribbean Cup qualification,Havana,Cuba,FALSE
2006-09-02,Czech Republic,Wales,2,1,UEFA Euro qualification,Teplice,Czech Republic,FALSE
2006-09-02,Egypt,Burundi,4,1,African Cup of Nations qualification,Alexandria,Egypt,FALSE
2006-09-02,England,Andorra,5,0,UEFA Euro qualification,Manchester,England,FALSE
2006-09-02,Estonia,Israel,0,1,UEFA Euro qualification,Tallinn,Estonia,FALSE
2006-09-02,Gabon,Madagascar,4,0,African Cup of Nations qualification,Libreville,Gabon,FALSE
2006-09-02,Georgia,France,0,3,UEFA Euro qualification,Tbilisi,Georgia,FALSE
2006-09-02,Germany,Republic of Ireland,1,0,UEFA Euro qualification,Stuttgart,Germany,FALSE
2006-09-02,Hungary,Norway,1,4,UEFA Euro qualification,Budapest,Hungary,FALSE
2006-09-02,Italy,Lithuania,1,1,UEFA Euro qualification,Naples,Italy,FALSE
2006-09-02,Kenya,Eritrea,1,2,African Cup of Nations qualification,Nairobi,Kenya,FALSE
2006-09-02,South Korea,Iran,1,1,AFC Asian Cup qualification,Seoul,South Korea,FALSE
2006-09-02,Latvia,Sweden,0,1,UEFA Euro qualification,Riga,Latvia,FALSE
2006-09-02,Luxembourg,Netherlands,0,1,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
2006-09-02,Malta,Bosnia and Herzegovina,2,5,UEFA Euro qualification,Attard,Malta,FALSE
2006-09-02,Moldova,Greece,0,1,UEFA Euro qualification,Chişinău,Moldova,FALSE
2006-09-02,Nigeria,Niger,2,0,African Cup of Nations qualification,Abuja,Nigeria,FALSE
2006-09-02,Northern Ireland,Iceland,0,3,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
2006-09-02,Poland,Finland,1,3,UEFA Euro qualification,Bydgoszcz,Poland,FALSE
2006-09-02,Romania,Bulgaria,2,2,UEFA Euro qualification,Constanţa,Romania,FALSE
2006-09-02,Scotland,Faroe Islands,6,0,UEFA Euro qualification,Glasgow,Scotland,FALSE
2006-09-02,Senegal,Mozambique,2,0,African Cup of Nations qualification,Dakar,Senegal,FALSE
2006-09-02,Serbia,Azerbaijan,1,0,UEFA Euro qualification,Belgrade,Serbia,FALSE
2006-09-02,Slovakia,Cyprus,6,1,UEFA Euro qualification,Bratislava,Slovakia,FALSE
2006-09-02,South Africa,Congo,0,0,African Cup of Nations qualification,Johannesburg,South Africa,FALSE
2006-09-02,Spain,Liechtenstein,4,0,UEFA Euro qualification,Badajoz,Spain,FALSE
2006-09-02,Switzerland,Venezuela,1,0,Friendly,Basel,Switzerland,FALSE
2006-09-02,Tanzania,Burkina Faso,2,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
2006-09-02,Uganda,Lesotho,3,0,African Cup of Nations qualification,Kampala,Uganda,FALSE
2006-09-03,Antigua and Barbuda,Dominica,1,0,Friendly,St. John's,Antigua and Barbuda,FALSE
2006-09-03,Argentina,Brazil,0,3,Friendly,London,England,TRUE
2006-09-03,Chad,Zambia,0,2,African Cup of Nations qualification,N'Djamena,Chad,FALSE
2006-09-03,DR Congo,Namibia,3,2,African Cup of Nations qualification,Kinshasa,DR Congo,FALSE
2006-09-03,Equatorial Guinea,Liberia,2,1,African Cup of Nations qualification,Malabo,Equatorial Guinea,FALSE
2006-09-03,Ethiopia,Libya,1,0,African Cup of Nations qualification,Addis Abeba,Ethiopia,FALSE
2006-09-03,Gambia,Cape Verde,2,0,African Cup of Nations qualification,Bakau,Gambia,FALSE
2006-09-03,Guinea,Algeria,0,0,African Cup of Nations qualification,Conakry,Guinea,FALSE
2006-09-03,Mauritius,Tunisia,0,0,African Cup of Nations qualification,Curepipe,Mauritius,FALSE
2006-09-03,Rwanda,Cameroon,0,3,African Cup of Nations qualification,Kigali,Rwanda,FALSE
2006-09-03,Saudi Arabia,Japan,1,0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,FALSE
2006-09-03,Sierra Leone,Mali,0,0,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE
2006-09-03,Sudan,Seychelles,3,0,African Cup of Nations qualification,Khartoum,Sudan,FALSE
2006-09-03,Eswatini,Angola,0,2,African Cup of Nations qualification,Lobamba,Eswatini,FALSE
2006-09-03,Togo,Benin,2,1,African Cup of Nations qualification,Lomé,Togo,FALSE
2006-09-04,Canada,Jamaica,1,0,Friendly,Montréal,Canada,FALSE
2006-09-04,Cayman Islands,Turks and Caicos Islands,0,2,CFU Caribbean Cup qualification,Havana,Cuba,TRUE
2006-09-04,Cuba,Bahamas,6,0,CFU Caribbean Cup qualification,Havana,Cuba,FALSE
2006-09-05,Wales,Brazil,0,2,Friendly,London,England,TRUE
2006-09-06,Albania,Romania,0,2,UEFA Euro qualification,Tirana,Albania,FALSE
2006-09-06,Armenia,Belgium,0,1,UEFA Euro qualification,Yerevan,Armenia,FALSE
2006-09-06,Austria,Venezuela,0,1,Friendly,Basel,Switzerland,TRUE
2006-09-06,Azerbaijan,Kazakhstan,1,1,UEFA Euro qualification,Baku,Azerbaijan,FALSE
2006-09-06,Bosnia and Herzegovina,Hungary,1,3,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE
2006-09-06,Bulgaria,Slovenia,3,0,UEFA Euro qualification,Sofia,Bulgaria,FALSE
2006-09-06,Cuba,Cayman Islands,7,0,CFU Caribbean Cup qualification,Havana,Cuba,FALSE
2006-09-06,Curaçao,Grenada,1,1,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,TRUE
2006-09-06,Ecuador,Peru,1,1,Friendly,East Rutherford,United States,TRUE
2006-09-06,Finland,Portugal,1,1,UEFA Euro qualification,Helsinki,Finland,FALSE
2006-09-06,France,Italy,3,1,UEFA Euro qualification,Saint-Denis,France,FALSE
2006-09-06,Guatemala,Panama,1,2,Friendly,Guatemala,Guatemala,FALSE
2006-09-06,Honduras,El Salvador,2,0,Friendly,Tegucigalpa,Honduras,FALSE
2006-09-06,Hong Kong,Uzbekistan,0,0,AFC Asian Cup qualification,So Kon Po,Hong Kong,FALSE
2006-09-06,Iceland,Denmark,0,2,UEFA Euro qualification,Reykjavík,Iceland,FALSE
2006-09-06,Iraq,Palestine,2,2,AFC Asian Cup qualification,Al Ain,United Arab Emirates,TRUE
2006-09-06,Israel,Andorra,4,1,UEFA Euro qualification,Nijmegen,Netherlands,TRUE
2006-09-06,South Korea,Chinese Taipei,8,0,AFC Asian Cup qualification,Suwon,South Korea,FALSE
2006-09-06,Kuwait,Australia,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,FALSE
2006-09-06,Lithuania,Scotland,1,2,UEFA Euro qualification,Kaunas,Lithuania,FALSE
2006-09-06,Luxembourg,Latvia,0,0,Friendly,Hesperange,Luxembourg,FALSE
2006-09-06,North Macedonia,England,0,1,UEFA Euro qualification,Skopje,North Macedonia,FALSE
2006-09-06,Netherlands,Belarus,3,0,UEFA Euro qualification,Eindhoven,Netherlands,FALSE
2006-09-06,Northern Ireland,Spain,3,2,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
2006-09-06,Norway,Moldova,2,0,UEFA Euro qualification,Oslo,Norway,FALSE
2006-09-06,Oman,Pakistan,5,0,AFC Asian Cup qualification,Muscat,Oman,FALSE
2006-09-06,Poland,Serbia,1,1,UEFA Euro qualification,Warsaw,Poland,FALSE
2006-09-06,Qatar,Bangladesh,3,0,AFC Asian Cup qualification,Doha,Qatar,FALSE
2006-09-06,Russia,Croatia,0,0,UEFA Euro qualification,Moscow,Russia,FALSE
2006-09-06,San Marino,Germany,0,13,UEFA Euro qualification,Serravalle,San Marino,FALSE
2006-09-06,Saudi Arabia,India,7,1,AFC Asian Cup qualification,Jeddah,Saudi Arabia,FALSE
2006-09-06,Singapore,China PR,0,0,AFC Asian Cup qualification,Singapore,Singapore,FALSE
2006-09-06,Slovakia,Czech Republic,0,3,UEFA Euro qualification,Bratislava,Slovakia,FALSE
2006-09-06,Suriname,Guyana,0,5,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,TRUE
2006-09-06,Sweden,Liechtenstein,3,1,UEFA Euro qualification,Gothenburg,Sweden,FALSE
2006-09-06,Switzerland,Costa Rica,2,0,Friendly,Geneva,Switzerland,FALSE
2006-09-06,Turkey,Malta,2,0,UEFA Euro qualification,Frankfurt am Main,Germany,TRUE
2006-09-06,Turks and Caicos Islands,Bahamas,2,3,CFU Caribbean Cup qualification,Havana,Cuba,TRUE
2006-09-06,Ukraine,Georgia,3,2,UEFA Euro qualification,Kyïv,Ukraine,FALSE
2006-09-06,United Arab Emirates,Jordan,0,0,AFC Asian Cup qualification,Sharjah,United Arab Emirates,FALSE
2006-09-06,Yemen,Japan,0,1,AFC Asian Cup qualification,Sana'a,Yemen,FALSE
2006-09-08,Curaçao,Guyana,0,5,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,TRUE
2006-09-08,Suriname,Grenada,1,0,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,TRUE
2006-09-10,Curaçao,Suriname,0,1,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,TRUE
2006-09-10,Grenada,Guyana,0,1,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,TRUE
2006-09-15,Haiti,Dominican Republic,3,1,Friendly,Saint-Marc,Haiti,FALSE
2006-09-17,Dominica,Barbados,0,5,Friendly,Grand Bay,Dominica,FALSE
2006-09-17,Haiti,Dominican Republic,2,1,Friendly,Port-au-Prince,Haiti,FALSE
2006-09-17,Zimbabwe,Angola,1,2,COSAFA Cup,Harare,Zimbabwe,FALSE
2006-09-20,Antigua and Barbuda,Anguilla,5,3,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,FALSE
2006-09-20,Barbados,Saint Kitts and Nevis,1,1,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,TRUE
2006-09-20,Dominica,Martinique,0,4,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,TRUE
2006-09-20,Guadeloupe,Saint Martin,1,0,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,FALSE
2006-09-22,Anguilla,Saint Kitts and Nevis,1,6,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,TRUE
2006-09-22,Antigua and Barbuda,Barbados,1,3,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,FALSE
2006-09-22,Guadeloupe,Dominica,1,0,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,FALSE
2006-09-22,Martinique,Saint Martin,1,0,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,TRUE
2006-09-24,Antigua and Barbuda,Saint Kitts and Nevis,1,0,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,FALSE
